APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,BALCHQ,BALSAV,TOTDEP,BALLOAN,BALLOC,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CH_NM_SERV,CH_NM_PRD,valsegm,N_IND_INC_,numrr_1,numcon_1,avginc_1,avginv_1
N,6542,29,1,0,V4B3K5,1,1,0,1.52,90.1975,,4629.960833,,0,0,1.5,5.333333333,26.25,7.5,0,0,4,0,0,D,550,240,1269,38496.36364,5265.714286
N,6544,57,0,1,,1,0,267.2741667,,344.2566667,,,,0,0,2.083333333,0.166666667,4,0,2,0,2,0,0,D,,,,,
N,6545,64,1,0,V7H2C1,1,0,1190.100833,,1252.303333,,,,0,0,0.166666667,0,3.333333333,0.166666667,0,0,2,0,0,D,870,360,2220,42075.86207,4646.666667
Y,6551,55,1,0,V3J5E7,1,0,12433.99917,,14236.12917,,,,0,0,0.5,0,0.166666667,0,0,0,2.1,-1,-1,D,880,320,1228,27477.27273,3183.783784
Y,6560,47,1,0,V7L1Y1,1,0,1215.773333,0,22627.32,,2309.3975,434156.0092,0,0,1.583333333,7.916666667,29.33333333,6.25,0,0,5.5,-1,-1,A,580,280,1039,37436.2069,3022.222222
Y,6562,59,0,1,V7C5B4,1,0,3460.200833,0,19657.01833,,27606.10917,679243.1492,0,0,4.916666667,1.5,0.25,1.916666667,1,0,6,0,-2,A,410,200,986,34556.09756,3794.285714
Y,6564,48,0,1,V2T4R7,1,0,0,,78.69,,5454.190833,131009.7267,0,0,1.083333333,0.5,0,0,0,0,4,0,0,A,1150,270,900,21680.86957,1266.666667
N,6574,59,0,1,V3W0Y3,1,0,2669.636667,,12739.18667,,,,0,0,6,0,0,0.416666667,0,0,3,0,0,D,960,300,1237,26670.83333,1567.741936
Y,6578,52,0,1,V2R3G1,1,0,496.0408333,0,562.8808333,,30.79583333,,0,0,1.333333333,2.333333333,16.58333333,2.083333333,0.916666667,0,4,0,0,D,12070,4080,16395,28209.27921,3466.356589
N,6579,58,1,0,V5P4X1,1,1,3446.76,,3554.896667,,,,0,0,22.83333333,10.08333333,21.75,9.583333333,0,0,2,0,3,D,750,410,2185,36048,3111.363636
N,6581,39,0,1,V3B7S8,1,1,1396.7025,,1455.26,,,,0,0,0.5,8.666666667,27.91666667,2,0,0,2,0,0,D,840,300,896,27598.80952,1551.851852
N,6583,57,1,0,V3C5Y7,1,0,143.6091667,,209.9141667,,,122124.205,0,0,0.25,0,0,0,0,0,3,0,0,C,570,260,1039,34456.14035,1330
N,6594,38,0,1,V5C1R1,1,1,2037.199167,56.51,2360.316667,,12.33666667,105468.0133,0,0,1.833333333,5.833333333,1.75,4.833333333,3.333333333,0,5,0,2,C,640,300,1783,39315.625,4418.181818
N,6599,49,0,1,V5V2X2,1,0,3347.1925,892.7458333,11149.8475,12409.10583,,213639.5317,0,0,2.333333333,7.333333333,28.91666667,4.666666667,1.5,0,6,0,-2,B,950,360,1314,23850.52632,2426
Y,6604,25,0,1,V5R2P1,1,0,279.4791667,1810.239167,2151.765,21805.16083,,,0,0,0.583333333,19.66666667,74,1.75,11.91666667,0,4,0,-1,C,1920,,,44488.54167,8868.932039
N,6606,42,1,0,V5V3C1,1,0,0,0.87,62.9025,,,,0,0,0.083333333,0,0,0,0,0,2.6,-1,-3,E,730,320,1163,25324.65753,2081.818182
N,6616,35,0,1,V3T1P4,1,0,,119.9883333,195.0991667,,,,0,0,0.083333333,4.666666667,3.416666667,0,6.333333333,0,2,0,-1,E,870,180,544,24341.37931,2573.333333
N,6624,35,0,1,V3V7E7,0,0,289.2633333,,430.6283333,,13135.74667,154364.7129,0,0,1.416666667,0,0,0.083333333,1.083333333,0,3.5,-1,0,A,1020,240,950,21559.80392,1250
Y,6635,66,1,0,V3S7P5,0,0,1562.534167,,2276.889167,,,,0,0,1.666666667,0,0,0,3.916666667,0,3,0,0,D,38210,14860,68798,34921.48652,3671.284352
Y,6637,49,0,1,V3A5C1,1,0,117.5875,136.3141667,427.8591667,1802.271429,864.0808333,137280.1633,0,0,0.333333333,1.333333333,22.33333333,0.583333333,1.25,0,5.5,-1,-1,C,660,240,1021,33754.54546,4496.153846
N,6642,35,1,0,V5M2T5,1,0,,574.5233333,625.2058333,,,,0,0,0,1.333333333,1.75,0,0,0,2,0,0,D,750,350,1490,27641.33333,2968.421053
N,6646,41,1,0,V2S5S5,0,0,,0,42.09666667,,,,0,0,0.083333333,0,0,0,0,0,1.1,-1,-2,E,720,300,1035,32895.83333,1820
Y,6653,61,1,0,V7C4N9,1,1,4162.976667,289.18,4548.056667,,0,214561.4025,0,0,6.75,2.916666667,1,3.583333333,0,0,5,0,0,A,320,150,872,35871.875,5096.428571
N,6654,64,1,0,V7S1T3,1,0,1750.23,1388.6125,2370.7825,,0,,1,0,0.166666667,1.583333333,2.166666667,0.5,0,0,3.2,2,4,D,380,190,1480,63286.84211,11732.25807
N,6655,64,0,1,V5R2H8,0,0,476.53,,582.895,,,,0,0,0,0,0,0,0,0,2,0,0,D,1140,520,2530,28039.47368,2771.428571
N,6656,69,1,0,V8N4N3,1,0,4103.615,8229.958333,18188.48333,,0,,0,0,10.91666667,0,12.83333333,5.416666667,0,0,5,0,0,D,320,140,938,36443.75,9696.875
Y,6659,63,0,1,V8R5T4,1,0,6111.33,,17859.28083,,2109.158333,,0,0,2.333333333,20.66666667,3.25,8.75,0,0,3.3,1,5,D,320,140,847,33315.625,9576.470588
Y,6674,50,0,1,V8P4A2,1,1,1440.705833,768.8058333,4516.993333,,,428553.9,0,0,6,13.75,35.58333333,14.33333333,10.58333333,0,4.2,-1,-1,A,510,200,802,27535.29412,3361.538462
N,6676,22,1,0,V6L2M9,1,0,4467.898333,0,9695.360833,,,,0,0,0.583333333,3.166666667,15.41666667,1.416666667,0,0,4,0,0,D,550,290,2032,65689.09091,8823.636364
N,6682,52,0,1,V4E3C8,0,1,5087.648333,65.85,5231.813333,,,,0,0,0,0,0,0,0,0,3,0,0,D,770,300,1470,30057.14286,2431.707317
N,6692,61,0,1,V8N1B6,1,0,35.615,1235.295,1348.36,,411.0116667,136393.7125,0,0,0.583333333,1,17,0,0,0,5,0,0,A,360,150,709,33305.55556,6214.285714
Y,6697,52,0,1,V8S3N7,1,1,1444.955833,26282.93833,28055.23167,,10810.91167,,0,0,16.16666667,1.5,2.5,12,12,0,4,0,0,C,500,200,1412,34710,8558.536585
N,6710,68,1,0,V3R8L3,0,0,,0,4680.845833,,,,0,0,0,0,0,0,0,0,3,0,0,D,630,230,821,28607.93651,2000
Y,6712,42,0,1,V4C6X5,1,1,901.9683333,1875.339167,2851.1725,9803.6,34.49583333,,0,0,1.25,3.916666667,32.5,4.416666667,5.916666667,0,4.1,-1,-1,D,640,280,1343,34968.75,1788.461539
Y,6719,33,0,1,V2X7S9,1,0,0,,57.7825,,2306.695,,0,0,0.083333333,0.75,0.166666667,0,0,0,3,0,0,D,760,440,1623,30309.21053,1584
Y,6720,48,1,0,V3V6E4,1,1,117.7414286,2101.6925,11469.025,1036.793333,,,0,0,3.583333333,3.166666667,35.66666667,0,0,0,4.7,1,1,D,930,300,1191,26105.37634,1564.516129
N,6721,28,0,1,V3V6E4,1,1,1956.94125,161.4875,1516.925,12928.07,,,0,0,0.416666667,6.5,18.33333333,1.416666667,0,0,3.8,1,2,D,930,300,1191,26105.37634,1564.516129
N,6727,38,1,0,V4C4A8,1,1,0,3632.155833,3771.308333,18622.565,17931.53667,,0,0,0.666666667,8.75,6.416666667,10.5,10.25,0,4,0,1,B,1090,450,1950,32701.83486,2636.956522
N,6733,52,0,1,V5B2L8,1,1,0,3.833333333,85.8175,24376.54,3753.656364,32425.78,0,0,5.083333333,9.416666667,8.666666667,0,0,0,5,0,1,C,730,310,1344,27343.83562,4222.44898
N,6740,37,1,0,V3C6A7,1,1,0,,178.3225,,2579.141667,148159.4233,0,0,0.166666667,2.166666667,0.583333333,0.916666667,0,0,4,0,0,A,600,280,1038,34206.66667,1430.434783
N,6741,51,0,1,V3B7W9,1,0,558.96,,745.5966667,,,120705.1292,0,0,6.583333333,0.25,1,0.083333333,0,0,3,0,0,B,840,300,896,27598.80952,1551.851852
Y,6750,46,1,0,V5C1M7,1,0,10896.1875,,14230.54917,,516.2733333,,0,0,1.083333333,5.916666667,19.33333333,1.416666667,1.333333333,0,3.7,-2,-2,D,640,300,1783,39315.625,4418.181818
N,6755,59,1,0,V5H1A8,0,0,237.0058333,6,302.6616667,,,,0,0,0.166666667,0,0,0,0,0,3,0,0,E,770,350,1609,29423.37662,3896.61017
Y,6757,40,0,1,V5T1J3,0,0,10965.91333,,41162.90833,,8938.17,332459.9775,0,0,0.5,0,0,0.5,0.083333333,0,5,0,0,A,120,40,137,21641.66667,3225
N,6759,53,0,1,V6R2E7,1,1,12586.35083,,12685.58583,,0,,0,0,0.083333333,5.166666667,0.333333333,8.666666667,0,0,3,0,0,D,580,280,1340,35306.89655,3420
N,6760,68,1,0,V2T5T1,0,1,2502.226667,,59568.18417,,0,,0,0,6.083333333,0,0,2.583333333,0,0,3.7,-1,-3,D,880,300,1300,26445.45455,6319.69697
N,6761,28,1,0,V4C2W1,1,0,,18077.60833,18135.07333,,,,0,0,2.083333333,2,4.666666667,0,0,0,2,0,0,C,850,280,988,27120,1421.428571
N,6771,59,0,1,V2V3M5,0,0,176.0433333,,240.685,3681.709167,,,0,0,0.583333333,0,0,0,0,0,3,0,1,D,730,210,621,25053.42466,952.9411765
Y,6793,39,0,1,V5M2L1,0,0,0,,1.8825,31526.21417,13491.61714,165734.7773,1,1,0.833333333,0,0,0,0,0,4.6,2,3,D,930,430,1611,24732.25807,4220
Y,6802,54,1,0,V4C4W9,1,0,1671.954167,,1741.141667,,,,0,0,1.166666667,0.666666667,3.75,0.5,0,0,2,0,0,E,840,340,1368,30679.76191,2205.882353
Y,6806,38,0,1,V5X1E4,1,0,425.85,0,517.2625,,,,0,0,0,0,0,0,0,0,3,0,0,D,900,,,23304.44444,3093.103448
Y,6807,36,0,1,V5X1E4,0,0,10788.25167,,10875.49417,,,,0,0,8.416666667,0,0,1.5,0,0,2,0,1,D,900,,,23304.44444,3093.103448
Y,6811,61,1,0,V5V1P4,0,0,784.5775,,888.53,,,,0,0,0.083333333,0,0,0,0,0,2,0,0,D,710,290,1180,24725.35211,2761.111111
N,6814,40,1,0,V7Y1K4,1,0,146.3491667,,146.3491667,,,,0,0,0,0.833333333,6.333333333,0.166666667,0.25,0,1,0,0,E,11090,,,67859.60325,15139.31145
N,6821,52,0,1,V5J2H6,1,0,7671.991667,,7728.074167,,0,,0,0,0.083333333,1.333333333,0,0.5,0,0,3,0,0,D,490,170,763,23167.34694,3014.285714
N,6822,32,0,1,V5T1P6,1,1,163.6716667,,257.7791667,1034.208889,3901.690833,59765.01833,0,0,0.166666667,3.333333333,7.833333333,1.916666667,0.583333333,0,4.7,-1,-1,C,770,260,835,22277.92208,1814.285714
N,6843,50,1,0,V6J1J2,1,0,1393.484167,,1608.641667,,0,,0,0,0.333333333,10.66666667,0,2.416666667,0,0,3,0,0,D,690,330,1743,36242.02899,2139.285714
Y,6849,34,0,1,V3K1N2,1,0,1262.1925,,1327.1175,,,,0,0,2.666666667,8.583333333,15,2.5,0,0,2,0,0,D,750,320,1241,32108,2148.571429
Y,6851,26,0,1,V6B6K5,1,0,2070.5125,,2141.325,,,223756.9533,0,0,1.666666667,18.25,17.75,2.666666667,0,0.083333333,3,0,-1,B,280,120,628,40907.14286,3991.666667
Y,6855,42,0,1,V5P1V2,1,0,663.785,45.45833333,2959.774167,169.8133333,,,0,0,6.5,27.33333333,7.583333333,4.75,0,0,3.5,-2,-5,D,950,410,1654,20696.84211,4422.972973
N,6858,25,0,1,V7M1B4,1,0,,196.5133333,896.0075,,,,0,0,0.416666667,1.166666667,0.333333333,0,0,0,2.9,-1,-1,D,950,370,1546,34233.68421,5682.978723
Y,6860,27,0,1,V8R6G1,0,0,,752.5025,10941.06,,,,0,0,0.166666667,0,0,0,0,0,3,0,1,D,260,120,910,56523.07692,21044.82759
N,6881,55,1,0,V6Z2C7,1,0,21.96416667,,143.1016667,,13870.95333,,0,0,0.416666667,6.916666667,0,3.75,0.333333333,0,3,0,0,D,11090,,,67859.60325,15139.31145
N,6885,69,1,0,V5N3R8,0,0,9440.510833,0,134212.4108,,,,0,0,2.25,0,0,0,0,0,5.1,-2,-5,B,1000,420,1640,23361,2650
Y,6887,30,0,1,V4L1Y2,1,1,333.4075,152.7233333,1022.3525,1349.335,5364.8,213224.5133,0,1,1.5,12.5,54.33333333,2.666666667,2.166666667,0,5.2,-1,-2,D,440,200,1337,43700,5707.5
N,6888,36,1,0,V5M1A3,1,0,1,2288.495,12520.885,,,,0,0,0,0,0,0,0,0,4,0,0,D,790,360,1443,25839.24051,3603.846154
Y,6893,36,1,0,V3V4Y8,1,0,364.7441667,,439.4916667,,237.6316667,,0,0,0.25,3.25,14.91666667,5.5,0,0,3,0,0,D,310,110,439,28280.64516,2084.615385
N,6926,31,0,1,V3S8Z6,1,0,,919.62,982.785,,,,0,0,0.083333333,1.25,4.666666667,0,0,0,2,0,0,D,950,380,1492,33321.05263,1772.727273
Y,6929,44,0,1,V5R4K5,1,0,0,,7915.280833,4013.475714,4406.919167,,0,0,14.16666667,2,12.5,2,0,0,4.5,-1,-1,D,940,350,1171,21682.97872,2254.761905
N,6933,27,1,0,V7H2K7,1,1,725.8941667,178.7633333,7750.46,3812.745,,,0,0,0.833333333,2.75,1.5,1.083333333,2.666666667,0,5,0,-1,D,870,360,2220,42075.86207,4646.666667
N,6934,67,1,0,V5N2Z6,0,0,126.705,,1122.2,,,,0,0,0,0,0,0,0,0,3,0,0,D,800,280,985,21352.5,2637.209302
N,6941,61,1,0,V6V1E1,1,0,3547.174167,1276.085,6715.140833,,694.5141667,,0,0,1.083333333,0.833333333,1.416666667,4.583333333,0,0,4,0,-1,D,5620,2380,11231,30891.1032,3029.245283
N,6949,28,0,1,V5W3M2,1,1,197.8666667,0,250.5741667,,,,0,0,1.416666667,6.583333333,18.33333333,0.166666667,0,0.083333333,3,0,-1,E,920,340,1544,25502.17391,2600
N,6958,55,0,1,V4B3B9,1,1,237.9025,347.7833333,924.9883333,,1892.5725,,0,0,2.583333333,2.5,3.166666667,0.5,8,0,4,0,0,D,570,230,1259,40454.38597,5464.705882
N,6964,53,0,1,V6H1B6,1,0,536.8233333,150.8608333,996.8675,,11.5275,,0,0,1.583333333,6.25,15.16666667,1.416666667,4.25,0,4.3,0,0,D,680,330,1905,42635.29412,5764.102564
Y,6971,30,0,1,V5K3E1,1,0,,708.3933333,12982.94417,,,,0,0,0,0,0,0,0,0,3,0,0,D,900,430,1801,28682.22222,2977.777778
N,6973,52,0,1,V6N1Y6,1,0,5794.7725,5,6288.546667,,,,0,0,0.833333333,1.666666667,0.583333333,7.5,4,0,3,0,0,D,500,160,1151,62094,11667.3913
Y,6981,30,1,0,V6N2K2,1,1,879.1708333,50.175,984.9233333,,,,0,0,0.583333333,5.166666667,3.416666667,0,0,0,3,0,0,D,630,230,1513,48017.46032,7456.140351
N,6991,52,0,1,V7V3P3,1,0,60.23666667,0,132.2741667,,355.6725,,0,0,1.083333333,19.41666667,10.08333333,3.916666667,0,0,4,0,0,D,400,,,51737.5,24148.27586
Y,6994,36,0,1,V3W5Y5,0,0,10458.88583,0,10994.21833,,20107.51333,19673.067,0,0,1.5,0,0,3.166666667,0,0,4.8,-1,-1,D,1580,470,1824,22446.20253,1540.350877
